ID,Name,Year Published,Bayesian Average,Mechanic,Category
561,Flußpiraten,1990,5.5343,Rock-Paper-Scissors,Nautical
562,Silberzwerg,2000,5.64004,Set Collection,Economic
563,Doolittle & Waite,1986,5.52391,Auction/Bidding,Bluffing
564,Die Seidenstraße,1998,5.49758,Not available,Racing
565,Port Royal,2000,5.55114,Trick-taking,Card Game
566,Wongar,2000,5.62319,Area Majority / Influence,Prehistoric
567,Quartier Latin,1997,0,Team-Based Game,Card Game
568,Rage,1983,5.8043,Hand Management,Card Game
569,Maestro,1989,5.52588,Set Collection,Music
570,Terrain Game,1997,0,Modular Board,Racing
571,Papua,1992,5.53127,Dice Rolling,Racing
573,Grand Prix,1975,5.53692,Not available,Abstract Strategy
574,Devil Take the Hindmost,1991,5.61293,Hand Management,Card Game
575,Das Kollier,2000,5.4964,Auction: Dutch,Card Game
576,Illuminati: Y2K,1999,5.79823,Dice Rolling,Card Game
577,Parts Unknown,1999,5.55322,Commodity Speculation,Economic
578,Protzen,2000,0,Set Collection,Card Game
579,Field of Fire,2002,0,Not available,Miniatures
580,Not available,Not available,Not available,Not available,Not available
582,Kampf um Rom,1995,5.50088,Area Majority / Influence,Ancient
583,The El Grande Expansions,2000,5.90577,Area Majority / Influence,Expansion for Base-game
584,Not available,Not available,Not available,Not available,Not available
586,Up Front,1983,6.68808,Campaign / Battle Card Driven,Card Game
587,Sumera,1999,0,Tile Placement,Abstract Strategy
588,Not available,Not available,Not available,Not available,Not available
590,Mille Bornes,1954,5.59532,Hand Management,Card Game
591,Not available,Not available,Not available,Not available,Not available
592,Spades,1938,6.17995,Predictive Bid,Card Game
594,Sleuth,1971,6.32291,Deduction,Card Game
595,Escape from Elba,1999,5.49205,Dice Rolling,Fighting
596,Trolley Car,1999,0,Betting and Bluffing,Card Game
598,Not available,Not available,Not available,Not available,Not available
600,Die Weinhändler,2000,5.49111,Hand Management,Not available
601,Take Two,1996,5.51077,Open Drafting,Word Game
602,Animal Poker,1988,5.60856,Ladder Climbing,Animals
604,Verrat!,1999,5.50638,Secret Unit Deployment,Arabian
605,Banana Republic,1993,5.48686,Hand Management,Bluffing
606,Pico 2,1997,5.54688,Hand Management,Animals
607,Honor of the Samurai,1996,5.5981,Action Points,Card Game
608,Siesta,1999,5.60447,Pattern Building,Abstract Strategy
609,Ferkelei,1995,0,Commodity Speculation,Animals
610,Knights of the Rainbow,1999,5.47937,Not available,Card Game
611,Ironman Football,1995,5.51831,Events,Sports
612,Kippit,1999,5.52981,Not available,Action / Dexterity
614,Rubik's Race,1982,5.61999,Grid Movement,Puzzle
616,What's That on My Head?,1974,0,Not available,Card Game
617,Alles Futsch,1998,5.49462,Auction/Bidding,Card Game
618,MLB Showdown,2000,5.5658,Dice Rolling,Card Game
620,We the People,1993,6.12196,Action/Event,Age of Reason
622,Change!,1999,5.48217,Not available,Card Game
623,Swashbuckler: A Game of Swordplay and Derring-do,1980,5.64941,Action Queue,Fighting
625,Business,1998,5.52039,Auction/Bidding,Economic
626,War and Peace,1980,5.8949,Dice Rolling,Napoleonic
627,Royal Tank Corps,2000,5.52965,Area-Impulse,Wargame
628,Not available,Not available,Not available,Not available,Not available
630,Double Quick,1999,5.53115,Spelling,Real-time
631,Daytona 500,1990,6.02008,Auction/Bidding,Card Game
632,Cloud 9,1999,6.00353,Betting and Bluffing,Aviation / Flight
633,Elixir,1997,5.50671,Auction/Bidding,Action / Dexterity
634,River Dragons,2000,6.10677,Action Queue,Abstract Strategy
636,Blindside,1998,0,Trick-taking,Card Game
638,Hera and Zeus,2000,6.09031,Action Points,Bluffing
639,American Megafauna,1997,5.68942,Auction/Bidding,Animals
641,Not available,Not available,Not available,Not available,Not available
643,Deadlands: Doomtown Range Wars,2000,5.5491,Not available,American West
644,Shipwrecked,2000,5.53632,Auction/Bidding,Card Game
645,Bosworth,1998,5.53701,Grid Movement,Abstract Strategy
646,Pirate's Plunder,2000,5.46362,Take That,Card Game
647,Mystick Domination,2000,5.54069,Not available,Card Game
649,Thieves of Bagdad,1999,5.51919,Hexagon Grid,Arabian
650,Fairy Meat,2000,5.51638,Dice Rolling,Miniatures
651,Zero Down,1998,5.79149,Open Drafting,Card Game
653,Shit!,1996,5.4937,Auction/Bidding,Card Game
655,Castle,2000,5.75632,Hand Management,Card Game
657,Münchhausen,1996,5.51704,Not available,Bluffing
658,Not available,Not available,Not available,Not available,Not available
660,Riffifi,2000,5.52718,Simultaneous Action Selection,Card Game
661,Where's Bob's Hat?,1990,5.6157,Trick-taking,Card Game
663,Siege,1999,5.48993,Not available,Card Game
664,Shift,1973,0,Team-Based Game,Abstract Strategy
665,Quackshot,1995,5.54429,Not available,Action / Dexterity
667,Refugium,1999,0,Tile Placement,City Building
669,Plague & Pestilence,1993,5.63997,Dice Rolling,Card Game
671,Bull Run: The First Major Battle of the American Civil War,1983,5.57623,Dice Rolling,American Civil War
672,Not available,Not available,Not available,Not available,Not available
674,J.U.M.P. Into the Unknown,1999,5.48745,Secret Unit Deployment,Science Fiction
675,4th Dimension,1977,5.4919,Grid Movement,Abstract Strategy
677,Would You Rather...?,1998,5.18834,Voting,Party Game
679,Minion Hunter,1992,5.54954,Action Points,Horror
680,Dune,1984,5.52067,Betting and Bluffing,Movies / TV / Radio theme
682,Not available,Not available,Not available,Not available,Not available
684,Monopoly: The Card Game,2000,5.49803,Set Collection,Card Game
686,Dr. Jekyll & Mr. Hyde,1997,5.73849,Trick-taking,Bluffing
687,Cabale,1999,5.54805,Not available,Abstract Strategy
688,Manchu: The Taiping Rebellion – 1852-1868,1988,5.51694,Dice Rolling,Post-Napoleonic
689,Dubble Kross,1991,0,Betting and Bluffing,Card Game
690,Singapore,1984,5.53217,Dice Rolling,Wargame
692,Wizard Kings,2000,5.93423,Dice Rolling,Fantasy
694,Not available,Not available,Not available,Not available,Not available
696,The Big Idea,2000,5.70905,Player Judge,Card Game
697,Conspiracy,1973,5.66931,Betting and Bluffing,Bluffing
698,Gother Than Thou,2000,5.41645,Not available,Card Game
700,Battle Masters,1992,5.87784,Chit-Pull System,Fantasy
701,A House Divided: War Between the States 1861-65,1981,6.24434,Dice Rolling,American Civil War
702,Wabbit Wampage,1985,5.54496,Action Points,Comic Book / Strip
703,Roman Civil War,1993,5.55001,Hexagon Grid,Ancient
704,Montgolfière,1992,5.56794,Auction/Bidding,Aviation / Flight
705,Caesar in Gallia: Conquest on the Ancient Frontier,1993,5.5391,Dice Rolling,Ancient
707,When Tigers Fight,1994,5.52835,Hexagon Grid,Wargame
708,Holy War: Afghanistan,1991,5.53364,Dice Rolling,Modern Warfare
709,Dragons of Glory,1986,5.52715,Chit-Pull System,Fantasy
710,Snit's Revenge!,1977,5.60653,Area Movement,Fantasy
711,Elfenroads,1992,5.67951,Auction/Bidding,Fantasy
712,Blood Bowl (Third Edition),1994,6.92878,Dice Rolling,Fantasy
714,Talisman,1983,6.01103,Dice Rolling,Adventure
716,Pizza Party,1987,5.46032,Memory,Children's Game
717,Not available,Not available,Not available,Not available,Not available
719,Tyranno Ex,1990,5.65977,Area Majority / Influence,Fighting
720,Fast Food Franchise,1992,5.62882,Roll / Spin and Move,Economic
721,Oregon Trail,1981,5.49199,Action Points,Adventure
723,The Uncanny X-Men Alert Adventure Game,1992,5.59269,Action Points,Comic Book / Strip
725,Triple Threat Baseball!,1999,0,Not available,Dice
727,Chinese Civil War: 1946-1949,1979,5.5055,Hexagon Grid,Civil War
729,Not available,Not available,Not available,Not available,Not available
731,Escape from New York,1981,5.49996,Area Movement,Adventure
732,Don't Make Me Laugh,1996,0,Team-Based Game,Action / Dexterity
733,Don't Make Me Laugh Jr.,2000,0,Not available,Action / Dexterity
734,Strange But True?,2000,0,Betting and Bluffing,Party Game
736,San Francisco,2000,5.59309,Auction/Bidding,City Building
738,Matheeno,2000,0,Not available,Card Game
739,Ultimate Soccer of America,1999,0,Not available,Sports
740,Rio Grande:  The Battle of Valverde,1991,5.48992,Hexagon Grid,American Civil War
741,Trajan,1991,5.57417,Dice Rolling,Ancient
742,Germania,1995,5.53775,Hexagon Grid,Ancient
743,Not available,Not available,Not available,Not available,Not available
745,War of Resistance,1998,5.5455,Hexagon Grid,Wargame
747,Bitter Woods: The Battle of the Bulge,1998,5.63423,Dice Rolling,Wargame
748,Trax,1980,5.7015,Network and Route Building,Abstract Strategy
750,Shocks & Scares,1983,0,Roll / Spin and Move,Economic
751,Minos,1991,5.603,Area Majority / Influence,Ancient
753,Panzerkrieg: von Manstein & HeeresGruppe Süd,1978,5.60552,Dice Rolling,Wargame
755,Thunder at Cassino,1987,5.76504,Area-Impulse,Wargame
757,Lunatix Loop,2000,5.52643,Not available,Racing
758,Balmy Balloonists,2000,0,Hand Management,Aviation / Flight
759,Turning Point: Stalingrad,1989,5.94384,Area-Impulse,Wargame
761,The Great Brain Robbery,2000,5.50021,Campaign / Battle Card Driven,American West
763,Not available,Not available,Not available,Not available,Not available
765,Space Walk,1999,5.57041,Mancala,Abstract Strategy
766,Regatta,1967,5.68308,Bias,Nautical
767,Keywood,1995,5.53365,Area Majority / Influence,Civilization
768,Keytown,2000,5.54999,"Worker Placement, Different Worker Types",Medieval
769,Star Trek Red Alert!,2000,5.54059,Variable Player Powers,Collectible Components
770,Loot,1992,6.08541,Card Play Conflict Resolution,Card Game
772,Ausbrecher AG,1985,5.5694,Dice Rolling,Deduction
773,Beim Zeus!,1997,5.48586,Auction/Bidding,Ancient
774,Buddel Bande,1999,0,Memory,Children's Game
776,Remmi Demmi,1999,5.50039,Set Collection,Party Game
778,Auction America: The Trivia Game for Any Collector,2000,0,Not available,Trivia
779,Not available,Not available,Not available,Not available,Not available
781,Tabloid Teasers,1991,5.51276,Voting,Bluffing
782,"Win, Place & Show",1966,5.83169,Betting and Bluffing,Animals
784,Discretion,1978,5.52534,Auction/Bidding,City Building
785,Dog Eat Dog,1999,5.47696,Auction/Bidding,Economic
787,Palermo,1992,5.51702,Tile Placement,City Building
788,Tales of the Arabian Nights,1985,5.92942,Narrative Choice / Paragraph,Adventure
789,Focus,1963,5.77021,Grid Movement,Abstract Strategy
791,Löwendynastie,1998,5.51325,Hand Management,Card Game
792,Megiddo,1985,5.5092,Pattern Building,Abstract Strategy
793,Yahtzee Deluxe Poker,1994,5.60967,Auction/Bidding,Dice
794,Foil,1968,5.49934,Action Timer,Card Game
795,Dragonlance,1988,5.48016,Action Points,Fantasy
797,Flucht aus Mangrovia,1989,5.48534,Hand Management,Animals
799,The Hills Rise Wild!,2000,5.58612,Dice Rolling,Adventure
800,Camlyn's Destiny,2000,0,Not available,Card Game
801,Crimean War Battles,1978,5.56283,Hexagon Grid,Post-Napoleonic
802,Taipei: China Invades,2000,5.50751,Hexagon Grid,Wargame
804,Thunder Road,1986,5.82453,Dice Rolling,Fighting
806,West Riding,2000,5.51694,Auction/Bidding,Trains
808,Pipeline: The Oil Game,1988,5.48968,Tile Placement,Abstract Strategy
809,Not available,Not available,Not available,Not available,Not available
811,Rummikub,1977,6.30098,Set Collection,Abstract Strategy
813,Goosebumps: Terror in the Graveyard Game,1995,5.48341,Modular Board,Children's Game
815,Chrononauts,2000,5.94506,Hand Management,Bluffing
816,2038: Tycoons of the Asteroid Belt,1995,5.76516,Auction/Bidding,Economic
817,Not available,Not available,Not available,Not available,Not available
819,Quacksalbe,1998,5.51846,Trick-taking,Card Game
820,Axiom,1988,5.64191,Modular Board,Abstract Strategy
821,La Trel,1994,5.5015,Not available,Abstract Strategy
822,Carcassonne,2000,7.29602,Area Majority / Influence,Medieval
824,Hijara,1995,5.50115,Pattern Building,Abstract Strategy
825,Screaming Eagles,1987,5.57074,Dice Rolling,Fighting
827,Attila,2000,5.91049,Area Majority / Influence,Ancient
828,Wizards,1982,5.62755,Cooperative Game,Adventure
829,Battle of the Bands,2001,5.51386,Hand Management,Card Game
831,Schrille Stille,1999,5.74964,Commodity Speculation,Economic
833,For the People,1998,6.48177,Campaign / Battle Card Driven,American Civil War
834,Chronology,1996,5.80716,Not available,Card Game
836,New England Railways,2000,5.57908,Auction/Bidding,Economic
837,Not available,Not available,Not available,Not available,Not available
839,Not available,Not available,Not available,Not available,Not available
841,Razzia,1992,5.61696,Auction/Bidding,Bluffing
842,Not available,Not available,Not available,Not available,Not available
844,Mausoleum,2000,5.45741,Not available,Card Game
846,Not available,Not available,Not available,Not available,Not available
848,Tip Tap,1999,5.51077,Not available,Party Game
849,Golf Masters,2000,5.47571,Modular Board,Action / Dexterity
850,Not available,Not available,Not available,Not available,Not available
852,Pop Belly,1999,5.48587,Dice Rolling,Animals
853,...und tschüss!,1997,5.6244,Simultaneous Action Selection,Card Game
854,Doge,2000,5.76385,Area Majority / Influence,Bluffing
856,"New York, New York",1989,5.51351,Tile Placement,City Building
857,Titanic: Der Mythos,1998,5.49314,Hand Management,Card Game
858,Blindes Huhn,1997,5.49112,Trick-taking,Card Game
859,Illuminati,1982,5.82396,Hand Management,Card Game
860,Scotland the Brave,1998,5.50855,Dice Rolling,Medieval
862,Not available,Not available,Not available,Not available,Not available
864,Mage Knight,2000,5.70185,Not available,Collectible Components
865,Landslide,1971,5.55124,Auction/Bidding,Political
866,"Lie, Cheat & Steal",1971,5.47149,Betting and Bluffing,Negotiation
868,Atlantis,2000,0,Not available,Not available
870,Empires of the Ancient World,2000,5.71931,Area Majority / Influence,Ancient
872,M,2000,5.6915,Tile Placement,Abstract Strategy
874,Pythago,2000,0,Not available,Puzzle
875,Roads & Boats,1999,6.86217,Grid Movement,City Building
877,Troia,2000,5.50698,Tile Placement,Ancient
879,Tacara,2000,5.51537,Point to Point Movement,Racing
880,Not available,Not available,Not available,Not available,Not available
882,Derby,2000,5.51044,Betting and Bluffing,Bluffing
884,Way Out West,2000,5.65927,Tile Placement,American West
885,Not available,Not available,Not available,Not available,Not available
887,Not available,Not available,Not available,Not available,Not available
889,Not available,Not available,Not available,Not available,Not available
891,Cranium,1998,5.57473,Acting,Party Game
893,Smuggle,2000,0,Cooperative Game,Bluffing
894,LifeLinks,2000,0,Auction/Bidding,Card Game
895,APBA Pro Baseball,1951,5.67943,Dice Rolling,Sports
897,Dear Abby,1992,0,Not available,Party Game
898,Initial Reaction,1985,0,Not available,Party Game
900,City,1988,5.50537,Roll / Spin and Move,Economic
901,Not available,Not available,Not available,Not available,Not available
903,Hamster Roll,2000,6.19053,Stacking and Balancing,Action / Dexterity
904,Nightmare Productions,2000,6.6367,Auction: Turn Order Until Pass,Movies / TV / Radio theme
906,Abilene,1983,5.52476,Dice Rolling,American West
907,Beheaded,1998,0,Pattern Recognition,Party Game
908,Tally Ho!,1973,5.8725,Grid Movement,Animals
909,Saturn,1997,5.6127,Not available,Action / Dexterity
910,Kunst Stücke,1995,5.57114,Grid Movement,Not available
912,Pacific Victory: War in the Pacific 1941-45,2000,5.73087,Dice Rolling,Nautical
913,High Bohn,2000,5.67037,Hand Management,Card Game
915,Mystery of the Abbey,1995,6.29328,Area Movement,Deduction
916,Pete the Pirate,2000,5.51627,Memory,Children's Game
917,Rack-O,1956,5.67692,Ordering,Card Game
919,Not available,Not available,Not available,Not available,Not available
921,Not available,Not available,Not available,Not available,Not available
923,Breakaway Rider,1963,5.67808,Hand Management,Card Game
925,Werewolf,1986,6.11569,Hidden Roles,Bluffing
926,CATAN: Cities & Knights,1998,7.15685,Dice Rolling,Expansion for Base-game
927,Lift Off,2000,5.47003,Not available,Card Game
929,The Great Dalmuti,1995,6.30791,Hand Management,Card Game
930,Böse Buben,2000,5.49709,Not available,Card Game
932,Top Race,1996,5.9762,Auction/Bidding,Children's Game
934,Die Kette von Saba,1984,5.49462,Auction/Bidding,Economic
935,Australian Rails,1994,5.77686,Crayon Rail System,Economic
936,The Fury of Dracula,1987,5.97608,Events,Adventure
937,1825 Unit 1,1995,5.67637,Modular Board,Trains
938,Enchanted Forest,1981,5.60073,Memory,Adventure
939,Star Wars: The Queen's Gambit,2000,6.55576,Campaign / Battle Card Driven,Fighting
940,Karawane,1990,5.53728,Auction/Bidding,Arabian
941,Turbo Taxi,2000,5.6894,Not available,Puzzle
942,Snail's Pace,2000,5.49585,Simultaneous Action Selection,Card Game
943,Ligretto,1988,5.92662,Ordering,Card Game
944,Mag·Blast,1998,5.55823,Campaign / Battle Card Driven,Adventure
946,Rolazone,1999,0,Not available,Action / Dexterity
947,Trivia for Dummies,1998,5.49154,Not available,Card Game
948,Dao,1999,5.47414,Not available,Abstract Strategy
949,Twixt,1962,6.07324,Connections,Abstract Strategy
951,Football Strategy,1959,5.64998,Dice Rolling,Bluffing
952,Not available,Not available,Not available,Not available,Not available
954,Pony Express,1991,5.48989,Betting and Bluffing,American West
955,Super Giant Monster Showdown,1999,5.51883,Modular Board,Card Game
957,PanzerZug,1998,5.51018,Dice Rolling,Aviation / Flight
958,Orcz,2000,5.49279,Auction/Bidding,Bluffing
959,Luftschiff,1996,5.5559,Dice Rolling,Aviation / Flight
960,Grapple,1999,0,Not available,Card Game
961,ZOKI,1996,0,Betting and Bluffing,Abstract Strategy
962,Contango,2000,0,Auction/Bidding,Abstract Strategy
