Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Year Offset,Owned_Per_Year,ID,BGG Rank,Mechanics,Domains
Necromancer,2.0,2.0,60.0,12.0,86.0,6.06,2.55,322.0,Wargames,False,5.52,Fantasy,Dice Rolling,10.0,0.27,False,1982.0,42.0,7.67,3993.0,12634,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers",Wargames
Agincourt: The Triumph of Archery over Armor,2.0,2.0,180.0,12.0,78.0,6.04,2.86,321.0,Wargames,False,5.53,Medieval,Dice Rolling,25.0,0.24,False,1978.0,46.0,6.98,3615.0,12640,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation",Wargames
Prince of Chaos: Battle for Tae Orn,2.0,4.0,120.0,12.0,61.0,6.56,4.23,301.0,Wargames,True,5.52,Exploration,Grid Movement,49.99,0.2,False,2008.0,16.0,18.81,33857.0,12642,"Grid Movement, Modular Board, Simultaneous Action Selection, Variable Player Powers",Wargames
Ice War,2.0,2.0,60.0,12.0,129.0,5.98,2.15,442.0,Wargames,False,5.53,Science Fiction,Dice Rolling,4.0,0.29,False,1978.0,46.0,9.61,3560.0,12643,"Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up, Zone of Control",Wargames
Triumph & Fall of the Desert Fox,1.0,2.0,120.0,12.0,40.0,6.7,3.0,202.0,Wargames,True,5.52,Wargame,Dice Rolling,16.0,0.2,False,1998.0,26.0,7.77,9790.0,12647,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Zone of Control",Wargames
Ruweisat Ridge: The First Battle of El Alamein,2.0,2.0,240.0,12.0,70.0,6.26,2.63,414.0,Wargames,False,5.52,Wargame,Dice Rolling,10.0,0.17,False,1985.0,39.0,10.62,6008.0,12649,Hexagon Grid,Wargames
Zombie Survival: The Board Game,1.0,4.0,90.0,13.0,304.0,5.67,2.0,602.0,Thematic Games,False,5.52,Fighting,Action Points,25.49,0.5,False,2010.0,14.0,43.0,79312.0,12650,"Action Points, Commodity Speculation, Dice Rolling, Hand Management, Pick-up and Deliver",Thematic Games
Mayday,2.0,2.0,120.0,12.0,147.0,5.86,2.25,465.0,Thematic Games,False,5.53,Science Fiction,Action Queue,15.0,0.32,False,1978.0,46.0,10.11,4317.0,12652,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation","Thematic Games, Wargames"
Imperial Sunset: The Battle of Leyte Gulf 1944,2.0,2.0,240.0,12.0,49.0,6.68,3.3,304.0,Wargames,True,5.52,Nautical,Chit-Pull System,10.0,0.16,False,2006.0,18.0,16.89,23614.0,12657,"Chit-Pull System, Dice Rolling, Hexagon Grid",Wargames
Turning Point: The Battle of Stalingrad,2.0,2.0,180.0,12.0,55.0,6.59,2.5,193.0,Wargames,True,5.52,Wargame,Dice Rolling,40.0,0.28,False,1972.0,52.0,3.71,8363.0,12659,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Dragons of Glory,2.0,2.0,180.0,12.0,71.0,6.21,2.57,176.0,Wargames,False,5.53,Fantasy,Chit-Pull System,25.0,0.4,False,1986.0,38.0,4.63,709.0,12662,"Chit-Pull System, Hexagon Grid",Wargames
The Chinese Civil War of 1930,2.0,5.0,0.0,6.0,31.0,6.91,2.83,58.0,Wargames,True,5.52,Civil War,Area Majority / Influence,15.5,0.53,False,2010.0,14.0,4.14,73536.0,12665,"Area Majority / Influence, Campaign / Battle Card Driven",Wargames
Bomber: A Game of Daylight Bombing of Europe,2.0,2.0,90.0,12.0,46.0,6.74,3.17,207.0,Wargames,True,5.52,Aviation / Flight,Dice Rolling,32.0,0.22,False,1982.0,42.0,4.93,7354.0,12667,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Minimap Resolution, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation",Wargames
All Quiet on the Martian Front,2.0,2.0,0.0,12.0,44.0,6.96,2.17,125.0,Wargames,True,5.52,Miniatures,Dice Rolling,25.0,0.35,False,2014.0,10.0,12.5,142219.0,12672,"Dice Rolling, Secret Unit Deployment, Simulation, Variable Player Powers",Wargames
Dungeons & Dragons Chainmail,2.0,6.0,60.0,10.0,115.0,5.95,3.11,228.0,Wargames,False,5.52,Dice,Dice Rolling,8.0,0.5,False,2001.0,23.0,9.91,6742.0,12680,"Dice Rolling, Role Playing",Wargames
Zombiegeddon,2.0,4.0,60.0,0.0,234.0,5.72,2.13,463.0,Family Games,False,5.53,Horror,Enclosure,16.99,0.51,False,2009.0,15.0,30.87,39914.0,12686,"Enclosure, Modular Board, Point to Point Movement, Set Collection",Family Games
Lemonade Stall,2.0,4.0,60.0,10.0,32.0,7.3,2.54,26.0,Strategy Games,True,5.52,Economic,Commodity Speculation,15.5,1.23,False,2010.0,14.0,1.86,69543.0,12689,"Commodity Speculation, Dice Rolling, Simulation",Strategy Games
Barnyard Buddies,2.0,8.0,15.0,4.0,223.0,5.72,1.03,531.0,Children's Games,False,5.52,Animals,Pattern Recognition,2.0,0.42,False,1996.0,28.0,18.96,486.0,12690,Pattern Recognition,Children's Games
Hinge of Fate,1.0,4.0,180.0,0.0,31.0,6.85,2.2,176.0,Wargames,True,5.52,Wargame,Hexagon Grid,10.0,0.18,False,2013.0,11.0,16.0,130014.0,12697,Hexagon Grid,Wargames
Battleship: Hidden Threat,2.0,2.0,15.0,7.0,227.0,5.84,1.14,591.0,Family Games,False,5.54,Card Game,Campaign / Battle Card Driven,1.0,0.38,False,2011.0,13.0,45.46,120580.0,12700,"Campaign / Battle Card Driven, Hand Management, Variable Player Powers",Family Games
WW2 Deluxe: The War in Europe,2.0,2.0,360.0,12.0,32.0,6.85,2.43,104.0,Wargames,True,5.52,Wargame,Dice Rolling,50.0,0.31,False,2018.0,6.0,17.33,255235.0,12703,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control",Wargames
Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,2.0,2.0,0.0,12.0,32.0,6.86,2.8,102.0,Wargames,True,5.52,Ancient,Area Movement,24.0,0.31,False,1983.0,41.0,2.49,10914.0,12708,"Area Movement, Dice Rolling",Wargames
The Great War 1914-1918,2.0,7.0,120.0,12.0,45.0,6.58,3.4,178.0,Wargames,True,5.52,Wargame,Area Movement,100.0,0.25,False,1976.0,48.0,3.71,5055.0,12712,Area Movement,Wargames
Head-to-Head Poker,2.0,2.0,30.0,10.0,203.0,5.75,1.59,349.0,Family Games,False,5.53,Bluffing,Betting and Bluffing,6.0,0.58,False,2005.0,19.0,18.37,17119.0,12715,"Betting and Bluffing, Dice Rolling, Hand Management, Set Collection",Family Games
Fish Stix,2.0,4.0,20.0,6.0,80.0,6.02,1.67,174.0,Abstract Games,False,5.53,Abstract Strategy,Pattern Building,1.0,0.46,False,2009.0,15.0,11.6,54073.0,12725,"Pattern Building, Pattern Recognition, Tile Placement","Abstract Games, Children's Games"
Shooting Stars: A Tactical Game of Fighter Combat in Space,1.0,4.0,120.0,12.0,55.0,6.45,2.25,202.0,Wargames,True,5.52,Science Fiction,Action Points,10.0,0.27,False,1980.0,44.0,4.59,2720.0,12727,"Action Points, Hexagon Grid, Simultaneous Action Selection",Wargames
Spectrangle,1.0,4.0,45.0,8.0,251.0,5.77,1.5,556.0,Abstract Games,False,5.52,Abstract Strategy,Team-Based Game,12.0,0.45,False,1989.0,35.0,15.89,2003.0,12728,"Team-Based Game, Tile Placement",Abstract Games
Meatgrinder: Battle for  Xuân Lộc 1975,2.0,2.0,280.0,0.0,33.0,6.89,3.25,254.0,Wargames,True,5.52,Vietnam War,Dice Rolling,23.99,0.13,False,2011.0,13.0,19.54,90002.0,12729,"Dice Rolling, Hexagon Grid",Wargames
Corona,2.0,10.0,45.0,12.0,51.0,6.58,2.33,146.0,Abstract Games,True,5.52,Abstract Strategy,Auction/Bidding,20.0,0.35,False,1974.0,50.0,2.92,1000.0,12730,"Auction/Bidding, Dice Rolling",Abstract Games
"Armati: Rules and Lists for Ancient, Medieval & Renaissance Wargaming",2.0,2.0,120.0,12.0,35.0,6.8,2.83,102.0,Wargames,True,5.52,Ancient,Area-Impulse,12.0,0.34,False,1994.0,30.0,3.4,10266.0,12732,"Area-Impulse, Measurement Movement",Wargames
C. C. Higgins Rail Pass,2.0,6.0,60.0,8.0,56.0,6.3,1.67,174.0,Family Games,False,5.52,Trains,Network and Route Building,36.99,0.32,False,2014.0,10.0,17.4,100275.0,12734,"Network and Route Building, Point to Point Movement, Set Collection","Family Games, Strategy Games"
Aether,2.0,4.0,45.0,10.0,131.0,5.83,2.4,93.0,Abstract Games,False,5.52,Abstract Strategy,Area Majority / Influence,20.0,1.41,False,2010.0,14.0,6.64,68943.0,12742,"Area Majority / Influence, Modular Board, Pattern Building, Tile Placement",Abstract Games
Operation Pegasus,2.0,2.0,180.0,12.0,64.0,6.39,3.2,225.0,Wargames,False,5.53,Civil War,Dice Rolling,15.0,0.28,False,1980.0,44.0,5.11,3617.0,12743,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Set-up",Wargames
Nuba,2.0,2.0,10.0,12.0,52.0,6.35,2.0,110.0,Abstract Games,False,5.52,Abstract Strategy,Grid Movement,20.0,0.47,False,1995.0,29.0,3.79,179.0,12748,"Grid Movement, Square Grid",Abstract Games
Pirates!,2.0,6.0,30.0,7.0,186.0,5.76,1.5,390.0,Family Games,False,5.53,Dice,Dice Rolling,10.0,0.48,False,2005.0,19.0,20.53,20543.0,12752,Dice Rolling,Family Games
Captain Black,2.0,4.0,50.0,6.0,60.0,6.26,1.5,132.0,Children's Games,False,5.52,Adventure,Cooperative Game,15.0,0.45,False,2015.0,9.0,14.67,183528.0,12762,"Cooperative Game, Roll / Spin and Move",Children's Games
"Lille: The Classic Vauban Siege, 1708",0.0,0.0,0.0,12.0,37.0,6.72,3.29,100.0,Wargames,True,5.53,Age of Reason,Point to Point Movement,40.0,0.37,False,1978.0,46.0,2.17,12218.0,12768,"Point to Point Movement, Simulation",Wargames
Kraken-Alarm,2.0,4.0,20.0,5.0,141.0,5.9,1.3,196.0,Children's Games,False,5.52,Animals,Memory,68.0,0.72,False,2010.0,14.0,14.0,66825.0,12769,Memory,Children's Games
Stratego Tournament,2.0,2.0,15.0,18.0,51.0,6.37,2.33,138.0,Abstract Games,False,5.52,Abstract Strategy,Secret Unit Deployment,7.0,0.37,False,2001.0,23.0,6.0,10605.0,12776,Secret Unit Deployment,"Abstract Games, Wargames"
Terakh: A Creative Strategy Game,2.0,6.0,120.0,9.0,135.0,5.91,2.37,273.0,Wargames,False,5.52,Fantasy,Dice Rolling,10.0,0.49,False,2005.0,19.0,14.37,19735.0,12779,"Dice Rolling, Modular Board, Variable Player Powers",Wargames
Mouse Match,2.0,6.0,15.0,4.0,69.0,6.14,1.0,116.0,Children's Games,False,5.52,Animals,Memory,30.0,0.59,False,2007.0,17.0,6.82,32429.0,12787,Memory,Children's Games
The Campaigns of Frederick the Great,1.0,4.0,180.0,12.0,63.0,6.22,2.44,220.0,Wargames,False,5.52,Age of Reason,Dice Rolling,21.0,0.29,False,1993.0,31.0,7.1,10308.0,12797,"Dice Rolling, Hexagon Grid",Wargames
Sceptre 1027 A.D.,2.0,4.0,120.0,0.0,47.0,6.66,2.33,112.0,Abstract Games,True,5.52,Abstract Strategy,Modular Board,30.0,0.42,False,1986.0,38.0,2.95,6771.0,12798,Modular Board,Abstract Games
The Air-Eaters Strike Back!,1.0,5.0,180.0,14.0,50.0,6.57,2.5,234.0,Wargames,True,5.52,Science Fiction,Dice Rolling,35.0,0.21,False,1981.0,43.0,5.44,4320.0,12806,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Patton Goes to War,2.0,2.0,180.0,12.0,55.0,6.42,2.92,381.0,Wargames,False,5.52,Wargame,Hexagon Grid,7.0,0.14,False,1987.0,37.0,10.3,5955.0,12809,Hexagon Grid,Wargames
MacArthur's Return: Leyte 1944,2.0,2.0,180.0,14.0,56.0,6.59,3.23,251.0,Wargames,True,5.52,Wargame,Chit-Pull System,19.0,0.22,False,1994.0,30.0,8.37,4015.0,12812,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames
From Overlord to Berlin,2.0,2.0,360.0,0.0,33.0,6.94,2.23,160.0,Wargames,True,5.52,Wargame,Area Movement,14.0,0.21,False,2010.0,14.0,11.43,88045.0,12814,"Area Movement, Dice Rolling",Wargames
"The Lost Battalion: The Meuse-Argonne Offensive, 1918",1.0,2.0,0.0,0.0,41.0,6.75,3.11,266.0,Wargames,True,5.52,Wargame,Dice Rolling,12.0,0.15,False,2003.0,21.0,12.67,11674.0,12816,Hexagon Grid,Wargames
Spy or Die Trying,2.0,4.0,60.0,12.0,50.0,6.6,2.83,176.0,Strategy Games,True,5.52,Adventure,Cooperative Game,24.99,0.28,False,2013.0,11.0,16.0,138682.0,12817,"Cooperative Game, Dice Rolling, Set Collection","Strategy Games, Thematic Games"
Pokémon Master Trainer II,2.0,6.0,45.0,7.0,77.0,6.62,2.67,160.0,Children's Games,True,5.52,Children's Game,Roll / Spin and Move,49.0,0.48,False,2001.0,23.0,6.96,10065.0,12828,"Roll / Spin and Move, Set Collection",Children's Games
Tiku,2.0,2.0,15.0,0.0,36.0,6.8,1.6,68.0,Abstract Games,True,5.52,Abstract Strategy,Area Majority / Influence,40.0,0.53,False,1993.0,31.0,2.19,39089.0,12835,Area Majority / Influence,Abstract Games
Panzer General: Russian Assault,1.0,2.0,60.0,10.0,92.0,6.01,2.58,469.0,Wargames,False,5.52,Wargame,Campaign / Battle Card Driven,32.99,0.2,False,2010.0,14.0,33.5,69761.0,12837,"Campaign / Battle Card Driven, Modular Board, Variable Player Powers",Wargames
Z-G,2.0,4.0,60.0,10.0,38.0,6.68,2.0,93.0,Customizable Games,True,5.52,Collectible Components,Action Points,10.0,0.41,False,2001.0,23.0,4.04,1820.0,12838,"Action Points, Action Queue, Area-Impulse, Modular Board, Simultaneous Action Selection, Variable Player Powers","Customizable Games, Wargames"
Diceland: Dragons,2.0,4.0,20.0,10.0,44.0,6.42,1.86,151.0,Thematic Games,False,5.52,Action / Dexterity,Dice Rolling,5.95,0.29,False,2005.0,19.0,7.95,18247.0,12841,"Dice Rolling, Variable Player Powers",Thematic Games
In Flanders Fields,1.0,2.0,10.0,12.0,43.0,6.62,3.09,190.0,Wargames,True,5.53,Fighting,Hexagon Grid,21.0,0.23,False,1998.0,26.0,7.31,9113.0,12845,"Hexagon Grid, Simulation",Wargames
Red Army: The Destruction of Army Group Center,2.0,2.0,360.0,12.0,68.0,6.22,2.31,237.0,Wargames,False,5.52,Wargame,Hexagon Grid,34.99,0.29,False,1982.0,42.0,5.64,11937.0,12846,Hexagon Grid,Wargames
Okinawa: The Bloodiest Battle of the Pacific Ocean,2.0,2.0,240.0,12.0,99.0,6.2,3.05,243.0,Wargames,False,5.52,Aviation / Flight,Dice Rolling,60.0,0.41,False,1979.0,45.0,5.4,6086.0,12847,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Variable Set-up, Zone of Control",Wargames
Orchard: The Card Game,1.0,6.0,0.0,3.0,59.0,6.29,1.0,144.0,Children's Games,False,5.52,Card Game,Cooperative Game,3.0,0.41,False,2009.0,15.0,9.6,41305.0,12851,"Cooperative Game, Set Collection",Children's Games
Mohawk,2.0,2.0,240.0,0.0,40.0,7.18,2.56,107.0,Wargames,True,5.52,Age of Reason,Dice Rolling,30.0,0.37,False,1983.0,41.0,2.61,17591.0,12852,"Dice Rolling, Minimap Resolution, Movement Points, Point to Point Movement, Simulation",Wargames
Haste Worte? Das Würfelspiel,2.0,6.0,45.0,10.0,34.0,6.68,1.0,84.0,Party Games,True,5.52,Party Game,Dice Rolling,15.0,0.4,False,2018.0,6.0,14.0,244083.0,12853,Dice Rolling,Party Games
Dvorak,2.0,6.0,30.0,10.0,33.0,6.83,1.43,37.0,Abstract Games,True,5.52,Abstract Strategy,Variable Player Powers,15.5,0.89,False,2000.0,24.0,1.54,9010.0,12856,Variable Player Powers,Abstract Games
The Battle for Jerusalem 1967,2.0,2.0,180.0,12.0,34.0,6.88,2.29,93.0,Wargames,True,5.52,Modern Warfare,Hexagon Grid,65.0,0.37,False,1977.0,47.0,1.98,10611.0,12860,Hexagon Grid,Wargames
Firefight: Modern U.S. and Soviet Small Unit Tactics,2.0,2.0,90.0,12.0,210.0,5.92,2.78,687.0,Wargames,False,5.53,Modern Warfare,Dice Rolling,30.0,0.31,False,1976.0,48.0,14.31,8833.0,12862,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation",Wargames
Napoleon and the Archduke Charles: The Battle of Abensberg,2.0,2.0,360.0,12.0,85.0,6.03,2.67,462.0,Wargames,False,5.53,Napoleonic,Dice Rolling,12.0,0.18,False,1987.0,37.0,12.49,10634.0,12864,"Dice Rolling, Hexagon Grid",Wargames
Decision: Iraq,1.0,2.0,240.0,14.0,34.0,6.69,2.33,202.0,Wargames,True,5.52,Modern Warfare,Area Majority / Influence,19.94,0.17,False,2013.0,11.0,18.36,116739.0,12865,"Area Majority / Influence, Point to Point Movement",Wargames
Stalin's Tanks: Armor Battles on the Russian Front,2.0,2.0,60.0,12.0,60.0,6.29,2.22,395.0,Wargames,False,5.52,Wargame,Dice Rolling,6.99,0.15,False,1980.0,44.0,8.98,5198.0,12866,"Dice Rolling, Hexagon Grid",Wargames
Buzz It!,3.0,15.0,30.0,7.0,337.0,5.67,1.11,604.0,Party Games,False,5.52,Card Game,Hot Potato,13.99,0.56,False,2010.0,14.0,43.14,69582.0,12874,Card Drafting,Party Games
Sprouts,2.0,2.0,10.0,0.0,108.0,5.96,1.58,86.0,Abstract Games,False,5.52,Abstract Strategy,Paper-and-Pencil,15.5,1.26,False,1967.0,57.0,1.51,7378.0,12875,Paper-and-Pencil,Abstract Games
Galaktico,2.0,3.0,40.0,10.0,46.0,6.49,3.0,56.0,Abstract Games,True,5.52,Abstract Strategy,Hand Management,75.0,0.82,False,2009.0,15.0,3.73,56195.0,12876,"Hand Management, Hexagon Grid, Memory, Rock-Paper-Scissors","Abstract Games, Wargames"
"Road to Richmond: The Peninsular Campaign, May-July, 1862",2.0,2.0,120.0,12.0,109.0,6.07,1.9,484.0,Wargames,False,5.52,American Civil War,Dice Rolling,4.0,0.23,False,1977.0,47.0,10.3,4021.0,12877,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control",Wargames
RisiKo! Challenge,3.0,5.0,90.0,14.0,86.0,6.21,1.8,151.0,Wargames,False,5.53,Territory Building,Area Movement,44.9,0.57,False,2010.0,14.0,10.79,67022.0,12878,"Area Movement, Dice Rolling, Player Elimination, Set Collection",Wargames
August Fury,2.0,2.0,360.0,14.0,38.0,6.63,3.43,218.0,Wargames,True,5.53,American Civil War,Hexagon Grid,20.0,0.17,False,1990.0,34.0,6.41,8888.0,12882,"Hexagon Grid, Simulation",Wargames
11 de Setembre. Setge 1714,2.0,4.0,120.0,0.0,42.0,6.36,1.86,63.0,Wargames,False,5.52,Age of Reason,Area Movement,15.5,0.67,False,2008.0,16.0,3.94,38763.0,12885,"Area Movement, Campaign / Battle Card Driven, Dice Rolling, Simulation",Wargames
"The First Afghan War, 1839-42",2.0,2.0,90.0,12.0,48.0,6.43,2.6,310.0,Wargames,False,5.52,Post-Napoleonic,Hexagon Grid,19.88,0.15,False,1996.0,28.0,11.07,10264.0,12891,Hexagon Grid,Wargames
Magestones,2.0,6.0,10.0,10.0,113.0,5.97,1.45,232.0,Abstract Games,False,5.52,Abstract Strategy,Dice Rolling,15.0,0.49,False,1990.0,34.0,6.82,2836.0,12893,"Dice Rolling, Enclosure",Abstract Games
Jailbreak,2.0,2.0,30.0,7.0,95.0,6.05,1.29,205.0,Children's Games,False,5.52,Card Game,Area Majority / Influence,10.0,0.46,False,1982.0,42.0,4.88,17735.0,12894,"Area Majority / Influence, Pattern Building, Pattern Recognition, Tile Placement",Children's Games
The Lords of Underearth,1.0,3.0,60.0,12.0,73.0,6.2,2.25,290.0,Wargames,False,5.52,Adventure,Dice Rolling,6.5,0.25,False,1981.0,43.0,6.74,5199.0,12895,"Dice Rolling, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation",Wargames
Alien Space Battle Manual,2.0,8.0,90.0,12.0,39.0,7.05,2.2,127.0,Wargames,True,5.52,Miniatures,Dice Rolling,20.0,0.31,False,1973.0,51.0,2.49,8046.0,12896,"Dice Rolling, Measurement Movement, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection",Wargames
Castle Danger,2.0,2.0,30.0,10.0,42.0,6.58,3.67,53.0,Abstract Games,True,5.52,Abstract Strategy,Action Points,19.0,0.79,False,2002.0,22.0,2.41,6995.0,12899,"Action Points, Area Movement",Abstract Games
Marine: 2002 - A Game of the First Lunar War,2.0,6.0,240.0,12.0,84.0,6.22,2.94,331.0,Wargames,False,5.52,Science Fiction,Dice Rolling,15.0,0.25,False,1979.0,45.0,7.36,2757.0,12902,"Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement",Wargames
Void 1.1,2.0,8.0,120.0,12.0,39.0,6.78,3.4,104.0,Wargames,True,5.52,Miniatures,Action Points,4.99,0.38,False,2003.0,21.0,4.95,13742.0,12903,"Action Points, Dice Rolling, Variable Phase Order",Wargames
Sunrise of Victory: The 1942 Campaign in Russia,2.0,2.0,300.0,12.0,42.0,6.56,2.71,285.0,Wargames,True,5.53,Wargame,Dice Rolling,20.0,0.15,False,1990.0,34.0,8.38,12562.0,12905,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation",Wargames
On to Moscow,2.0,2.0,180.0,0.0,58.0,6.34,3.0,319.0,Wargames,False,5.52,Age of Reason,Dice Rolling,18.0,0.18,False,1994.0,30.0,10.63,8911.0,12906,"Dice Rolling, Hexagon Grid",Wargames
Mechaton:  Giant Fighty Robots,2.0,5.0,120.0,12.0,45.0,6.98,2.17,90.0,Thematic Games,True,5.52,Fighting,Dice Rolling,15.5,0.5,False,2006.0,18.0,5.0,25045.0,12910,"Dice Rolling, Point to Point Movement, Variable Player Powers","Thematic Games, Wargames"
Scum: The Food Chain Game,4.0,10.0,45.0,12.0,204.0,5.74,1.36,133.0,Family Games,False,5.51,Card Game,Ladder Climbing,20.0,1.53,False,1996.0,28.0,4.75,6748.0,12913,Ladder Climbing,"Family Games, Party Games"
Mini Mastermind,2.0,2.0,10.0,8.0,492.0,5.67,1.87,1085.0,Abstract Games,False,5.54,Abstract Strategy,Deduction,2.99,0.45,False,1972.0,52.0,20.87,5668.0,12917,Induction,Abstract Games
Shenandoah: A Civil War Games of the Valley Campaigns - 1862 and 1864,2.0,2.0,120.0,12.0,30.0,7.22,3.22,135.0,Wargames,True,5.52,American Civil War,Dice Rolling,20.0,0.22,False,1975.0,49.0,2.76,8428.0,12922,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Raider!: A Tactical Game of Commerce Raiding in WWII,2.0,6.0,90.0,12.0,42.0,6.91,3.27,149.0,Wargames,True,5.53,Nautical,Dice Rolling,50.0,0.28,False,1981.0,43.0,3.47,3666.0,12923,"Dice Rolling, Hexagon Grid",Wargames
Nine Navies War,2.0,2.0,120.0,12.0,49.0,6.51,2.75,163.0,Wargames,True,5.52,Nautical,Area Movement,18.0,0.3,False,2007.0,17.0,9.59,23643.0,12924,Area Movement,Wargames
Les Nettoyeurs,1.0,2.0,90.0,7.0,34.0,7.35,1.65,160.0,Wargames,True,5.52,Miniatures,Dice Rolling,5.0,0.21,False,2009.0,15.0,10.67,55999.0,12926,"Dice Rolling, Grid Movement, Simulation, Square Grid",Wargames
Tantrix Gobble,1.0,6.0,10.0,5.0,42.0,6.55,1.0,104.0,Abstract Games,True,5.52,Abstract Strategy,Pattern Building,2.0,0.4,False,2009.0,15.0,6.93,63433.0,12927,"Pattern Building, Tile Placement",Abstract Games
MUNERA: Familia Gladiatoria,2.0,4.0,90.0,10.0,147.0,6.11,3.0,274.0,Thematic Games,False,5.51,Ancient,Auction/Bidding,39.9,0.54,False,2010.0,14.0,19.57,80869.0,12929,"Auction/Bidding, Betting and Bluffing, Card Drafting, Dice Rolling, Trading",Thematic Games
duck! duck! SAFARI!,2.0,5.0,60.0,6.0,89.0,6.0,1.5,225.0,Children's Games,False,5.52,Animals,Hand Management,22.0,0.4,False,2009.0,15.0,15.0,54986.0,12938,"Hand Management, Memory, Set Collection, Tile Placement","Children's Games, Family Games"
Fantasy Forest,2.0,4.0,30.0,5.0,108.0,6.08,1.13,198.0,Children's Games,False,5.52,Children's Game,Hand Management,20.0,0.55,False,1980.0,44.0,4.5,4196.0,12939,Hand Management,Children's Games
Secrets of the Third Reich,2.0,0.0,120.0,0.0,35.0,8.37,3.33,71.0,Wargames,True,5.52,Horror,Dice Rolling,30.0,0.49,False,2008.0,16.0,4.44,37741.0,12940,Dice Rolling,Wargames
Planet Rush,3.0,5.0,45.0,13.0,32.0,6.79,2.0,74.0,Strategy Games,True,5.52,Science Fiction,Area Majority / Influence,20.0,0.43,False,2016.0,8.0,9.25,204323.0,12942,"Area Majority / Influence, Auction/Bidding, Hand Management, Set Collection",Strategy Games
Napoleon,2.0,6.0,60.0,0.0,30.0,6.94,2.14,33.0,other,True,5.52,Card Game,Auction/Bidding,40.0,0.91,False,1800.0,224.0,0.15,10845.0,16115,"Point to Point Movement, Square Grid","Abstract Games, Wargames"
Napoleon,2.0,6.0,60.0,0.0,30.0,6.94,2.14,33.0,other,True,5.52,Card Game,Auction/Bidding,40.0,0.91,False,1975.0,49.0,0.67,10845.0,16115,"Point to Point Movement, Square Grid","Abstract Games, Wargames"
Napoleon,2.0,2.0,30.0,12.0,32.0,5.98,1.67,109.0,Abstract Games,False,5.5,Abstract Strategy,Point to Point Movement,20.0,0.29,False,1800.0,224.0,0.49,10845.0,16115,"Point to Point Movement, Square Grid","Abstract Games, Wargames"
Napoleon,2.0,2.0,30.0,12.0,32.0,5.98,1.67,109.0,Abstract Games,False,5.5,Abstract Strategy,Point to Point Movement,20.0,0.29,False,1975.0,49.0,2.22,10845.0,16115,"Point to Point Movement, Square Grid","Abstract Games, Wargames"
Tous au dodo,2.0,4.0,15.0,3.0,45.0,6.44,1.0,91.0,Children's Games,True,5.52,Animals,Storytelling,15.5,0.49,False,2006.0,18.0,5.06,30438.0,12948,Storytelling,Children's Games
Europe at War,1.0,2.0,120.0,12.0,63.0,6.36,1.87,205.0,Wargames,False,5.52,Wargame,Area Movement,25.0,0.31,False,1985.0,39.0,5.26,5727.0,12949,"Area Movement, Dice Rolling",Wargames
Europe at War,1.0,2.0,120.0,12.0,63.0,6.36,1.87,205.0,Wargames,False,5.52,Wargame,Area Movement,25.0,0.31,False,1985.0,39.0,5.26,7651.0,16974,"Area Movement, Dice Rolling, Stat Check Resolution, Team-Based Game",Wargames
