Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Year Offset,Owned_Per_Year,ID,BGG Rank,Mechanics,Domains
Star Blazers Fleet Battle System,2.0,6.0,180.0,12.0,37.0,7.04,3.71,94.0,Wargames,True,5.52,Miniatures,Hexagon Grid,2.0,0.39,False,1997.0,27.0,3.48,3892.0,12439,Hexagon Grid,Wargames
Joker Marbles,2.0,6.0,20.0,0.0,63.0,6.48,1.0,74.0,Abstract Games,True,5.53,Abstract Strategy,Hand Management,15.5,0.85,False,1970.0,54.0,1.37,31770.0,12440,"Hand Management, Point to Point Movement, Roll / Spin and Move",Abstract Games
Diceland: Cyburg,2.0,3.0,20.0,10.0,31.0,6.93,2.33,142.0,Thematic Games,True,5.52,Action / Dexterity,Dice Rolling,5.95,0.22,False,2005.0,19.0,7.47,18248.0,12441,"Dice Rolling, Variable Player Powers",Thematic Games
Vietnam Battles: Snoopy's Nose & Iron Triangle,1.0,3.0,120.0,0.0,32.0,7.11,2.78,208.0,Wargames,True,5.53,Modern Warfare,Dice Rolling,20.0,0.15,False,2013.0,11.0,18.91,131894.0,12443,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Wiener Walzer,2.0,5.0,45.0,8.0,56.0,6.35,2.0,89.0,Family Games,False,5.56,Abstract Strategy,Set Collection,25.0,0.63,True,2016.0,8.0,11.12,192201.0,12449,"Set Collection, Tile Placement",Family Games
Aether Captains: Clockwork Cabal,1.0,1.0,20.0,10.0,77.0,6.24,1.7,172.0,Strategy Games,False,5.52,Adventure,Dice Rolling,18.0,0.45,False,2011.0,13.0,13.23,96703.0,12451,"Dice Rolling, Modular Board, Role Playing, Roll / Spin and Move, Tile Placement","Strategy Games, Thematic Games"
Southern Rails,3.0,5.0,60.0,14.0,56.0,6.3,2.5,195.0,Strategy Games,False,5.55,Economic,Hexagon Grid,50.0,0.29,True,2015.0,9.0,21.67,180202.0,12459,"Network and Route Building, Stock Holding",Strategy Games
"Sheep, Dogs and Wolves",2.0,2.0,10.0,4.0,37.0,6.94,1.0,62.0,Abstract Games,True,5.52,Abstract Strategy,Tile Placement,10.0,0.6,False,2012.0,12.0,5.17,116402.0,12461,Tile Placement,Abstract Games
Lightning: Poland,2.0,2.0,30.0,0.0,81.0,6.13,1.75,283.0,Wargames,False,5.52,Card Game,Hand Management,15.99,0.29,False,2008.0,16.0,17.69,37633.0,12462,Hand Management,Wargames
Greater East Asia War,1.0,2.0,360.0,12.0,44.0,6.8,2.78,266.0,Wargames,True,5.52,Wargame,Hexagon Grid,19.95,0.17,False,2009.0,15.0,17.73,38829.0,12464,Hexagon Grid,Wargames
Drive on Damascus,2.0,2.0,1500.0,12.0,48.0,6.6,2.75,202.0,Wargames,True,5.52,Wargame,Dice Rolling,5.0,0.24,False,1981.0,43.0,4.7,13593.0,12466,"Dice Rolling, Hexagon Grid, Point to Point Movement, Simulation",Wargames
Sake & Samurai,3.0,8.0,45.0,13.0,181.0,5.98,2.23,305.0,Party Games,False,5.52,Card Game,Hand Management,25.0,0.59,False,2011.0,13.0,23.46,98046.0,12474,"Card Drafting, Hand Management",Party Games
"Yeoman: Tactical Warfare in the Renaissance Age, 1250-1550",2.0,2.0,90.0,12.0,58.0,6.4,2.14,224.0,Wargames,False,5.53,Medieval,Hexagon Grid,44.99,0.26,False,1975.0,49.0,4.57,7723.0,12486,Hexagon Grid,Wargames
Warsaw Pact,2.0,2.0,180.0,12.0,46.0,6.89,3.0,171.0,Wargames,True,5.53,Modern Warfare,Hexagon Grid,24.0,0.27,False,1976.0,48.0,3.56,10561.0,12488,Hexagon Grid,Wargames
Katoiz,1.0,4.0,5.0,9.0,43.0,6.64,2.5,87.0,Abstract Games,True,5.52,Abstract Strategy,Modular Board,25.0,0.49,False,2004.0,20.0,4.35,24079.0,12495,"Modular Board, Pattern Building, Set Collection",Abstract Games
Battle of the Atlantic,1.0,1.0,60.0,12.0,36.0,6.72,1.86,128.0,Wargames,True,5.52,Nautical,Area Movement,10.0,0.28,False,2000.0,24.0,5.33,12202.0,12499,"Area Movement, Solo / Solitaire Game",Wargames
Arnhem '44: The Operation Market Garden Boardgame,2.0,3.0,180.0,14.0,32.0,7.13,2.88,91.0,Strategy Games,True,5.52,Wargame,Area Movement,45.0,0.35,False,2010.0,14.0,6.5,69815.0,12500,Area Movement,"Strategy Games, Wargames"
Chinese Farm: Egyptian-Israeli Combat in the '73 War,2.0,2.0,90.0,12.0,84.0,6.21,2.33,181.0,Wargames,False,5.53,Modern Warfare,Dice Rolling,15.0,0.46,False,1975.0,49.0,3.69,8747.0,12508,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
Border War: Angola Raiders,1.0,1.0,60.0,0.0,65.0,6.23,1.7,253.0,Wargames,False,5.53,Modern Warfare,Point to Point Movement,9.97,0.26,False,2012.0,12.0,21.08,129308.0,12509,"Point to Point Movement, Solo / Solitaire Game",Wargames
Vietnam Solitaire,1.0,1.0,60.0,12.0,44.0,6.88,2.36,107.0,Wargames,True,5.52,Civil War,Action Points,15.5,0.41,False,2006.0,18.0,5.94,26306.0,12510,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Solo / Solitaire Game",Wargames
Battles & Leaders: A Game of Tactical Level Combat in the American Civil War 1861-1865,2.0,4.0,180.0,12.0,50.0,6.64,3.25,193.0,Wargames,True,5.52,American Civil War,Critical Hits and Failures,15.0,0.26,False,1981.0,43.0,4.49,4296.0,12518,"Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Hexagon Grid, Modular Board, Scenario / Mission / Campaign Game, Simulation",Wargames
Card Goblins,2.0,5.0,60.0,12.0,52.0,6.76,1.5,87.0,Party Games,True,5.52,Card Game,Take That,15.5,0.6,False,2012.0,12.0,7.25,117986.0,12522,Take That,Party Games
Cold War Battles 2: Pentomic Wurzburg & Kabul '79,1.0,2.0,240.0,12.0,45.0,6.69,3.33,254.0,Wargames,True,5.52,Modern Warfare,Dice Rolling,24.95,0.18,False,2010.0,14.0,18.14,42256.0,12525,"Dice Rolling, Hexagon Grid",Wargames
Lancelot,2.0,4.0,90.0,14.0,137.0,6.17,2.75,316.0,other,False,5.53,Fantasy,Point to Point Movement,20.0,0.43,False,2017.0,7.0,45.14,5380.0,14181,Area Majority / Influence,Abstract Games
Lancelot,2.0,4.0,90.0,14.0,137.0,6.17,2.75,316.0,other,False,5.53,Fantasy,Point to Point Movement,20.0,0.43,False,1985.0,39.0,8.1,5380.0,14181,Area Majority / Influence,Abstract Games
Lancelot,2.0,5.0,45.0,10.0,67.0,5.98,2.0,221.0,Abstract Games,False,5.52,Abstract Strategy,Area Majority / Influence,28.0,0.3,False,2017.0,7.0,31.57,5380.0,14181,Area Majority / Influence,Abstract Games
Lancelot,2.0,5.0,45.0,10.0,67.0,5.98,2.0,221.0,Abstract Games,False,5.52,Abstract Strategy,Area Majority / Influence,28.0,0.3,False,1985.0,39.0,5.67,5380.0,14181,Area Majority / Influence,Abstract Games
Luftwaffe: Aerial Combat - Germany 1943-45,2.0,2.0,240.0,12.0,54.0,6.6,2.91,247.0,Wargames,True,5.52,Aviation / Flight,Chit-Pull System,31.0,0.22,False,2007.0,17.0,14.53,31067.0,12532,"Chit-Pull System, Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames
Tet '68,2.0,2.0,180.0,12.0,67.0,6.32,3.0,460.0,Wargames,False,5.53,Vietnam War,Hexagon Grid,10.0,0.15,False,1992.0,32.0,14.38,6036.0,12533,Hexagon Grid,Wargames
"Assault on Sevastopol: Von Manstein in the Crimea, 1942",2.0,2.0,45.0,12.0,40.0,6.78,1.63,143.0,Wargames,True,5.52,Wargame,Hexagon Grid,12.0,0.28,False,2008.0,16.0,8.94,34890.0,12539,Hexagon Grid,Wargames
Chinese Chess,2.0,2.0,20.0,8.0,92.0,6.11,2.75,291.0,Abstract Games,False,5.52,Abstract Strategy,Grid Movement,8.0,0.32,False,1981.0,43.0,6.77,5162.0,12540,Grid Movement,Abstract Games
Rocketmen: Axis of Evil,2.0,4.0,30.0,8.0,170.0,5.89,1.97,667.0,Customizable Games,False,5.52,Collectible Components,Variable Player Powers,5.0,0.25,False,2005.0,19.0,35.11,17448.0,12541,Variable Player Powers,Customizable Games
Dahschur: Die Rote Pyramide,2.0,4.0,90.0,10.0,59.0,6.86,2.6,135.0,Strategy Games,True,5.52,Ancient,Commodity Speculation,56.0,0.44,False,2012.0,12.0,11.25,127433.0,12542,"Commodity Speculation, Hand Management, Modular Board, Pick-up and Deliver, Tile Placement, Trading, Worker Placement",Strategy Games
Rommel at Bay,2.0,2.0,90.0,12.0,39.0,6.86,3.25,146.0,Wargames,True,5.52,Wargame,Dice Rolling,20.0,0.27,False,1984.0,40.0,3.65,17146.0,12543,"Dice Rolling, Hexagon Grid",Wargames
"Saipan: Conquest of the Marianas, June 1944",2.0,2.0,90.0,12.0,42.0,6.65,2.27,116.0,Wargames,True,5.53,Wargame,Dice Rolling,35.0,0.36,False,1975.0,49.0,2.37,8743.0,12546,"Hexagon Grid, Simulation, Zone of Control",Wargames
Catherine the Great,1.0,3.0,0.0,14.0,62.0,6.34,2.78,294.0,Wargames,False,5.52,Age of Reason,Area Movement,20.0,0.21,False,2005.0,19.0,15.47,19246.0,12549,"Area Movement, Campaign / Battle Card Driven, Solo / Solitaire Game",Wargames
Dungeon Plungin',1.0,4.0,60.0,0.0,48.0,7.02,2.14,142.0,Thematic Games,True,5.52,Dice,Cooperative Game,15.5,0.34,False,2007.0,17.0,8.35,31412.0,12553,"Cooperative Game, Dice Rolling, Modular Board",Thematic Games
Grunwald 1410,2.0,2.0,300.0,12.0,121.0,6.01,3.32,153.0,Wargames,False,5.52,Medieval,Dice Rolling,25.0,0.79,False,1992.0,32.0,4.78,9084.0,12554,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation",Wargames
Grunwald 1410,2.0,2.0,300.0,12.0,121.0,6.01,3.32,153.0,Wargames,False,5.52,Medieval,Dice Rolling,25.0,0.79,False,1992.0,32.0,4.78,9083.0,16714,Hexagon Grid,Wargames
Grunwald 1410,2.0,2.0,300.0,12.0,121.0,6.01,3.32,153.0,Wargames,False,5.52,Medieval,Dice Rolling,25.0,0.79,False,1999.0,25.0,6.12,9084.0,12554,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation",Wargames
Grunwald 1410,2.0,2.0,300.0,12.0,121.0,6.01,3.32,153.0,Wargames,False,5.52,Medieval,Dice Rolling,25.0,0.79,False,1999.0,25.0,6.12,9083.0,16714,Hexagon Grid,Wargames
Grunwald 1410,2.0,2.0,180.0,12.0,37.0,5.73,2.86,209.0,Wargames,False,5.5,Medieval,Hexagon Grid,15.0,0.18,False,1992.0,32.0,6.53,9084.0,12554,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation",Wargames
Grunwald 1410,2.0,2.0,180.0,12.0,37.0,5.73,2.86,209.0,Wargames,False,5.5,Medieval,Hexagon Grid,15.0,0.18,False,1992.0,32.0,6.53,9083.0,16714,Hexagon Grid,Wargames
Grunwald 1410,2.0,2.0,180.0,12.0,37.0,5.73,2.86,209.0,Wargames,False,5.5,Medieval,Hexagon Grid,15.0,0.18,False,1999.0,25.0,8.36,9084.0,12554,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation",Wargames
Grunwald 1410,2.0,2.0,180.0,12.0,37.0,5.73,2.86,209.0,Wargames,False,5.5,Medieval,Hexagon Grid,15.0,0.18,False,1999.0,25.0,8.36,9083.0,16714,Hexagon Grid,Wargames
Hellfire Pass,2.0,2.0,180.0,12.0,55.0,6.45,2.6,289.0,Wargames,True,5.53,Wargame,Dice Rolling,12.0,0.19,False,1985.0,39.0,7.41,13771.0,12555,Hexagon Grid,Wargames
The Battle of Stalingrad,2.0,2.0,0.0,0.0,31.0,7.12,2.0,176.0,Wargames,True,5.52,Wargame,Dice Rolling,21.5,0.18,False,2012.0,12.0,14.67,85124.0,12556,"Dice Rolling, Hexagon Grid, Simulation",Wargames
