Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Owned_Bool,Year Offset,Owned_Per_Year,perYear_Bool
D-Day at Tarawa,1,1,420,0,352,8.21,3.67,1439,Wargames,True,5.97,Wargame,Campaign / Battle Card Driven,50.0,0.24,True,2014,True,10,143.9,True
Imperial Settlers: Roll & Write,1,4,30,10,1459,6.46,1.83,2948,other,True,5.9,City Building,Dice Rolling,27.99,0.49,True,2019,True,5,589.6,True
Goblivion,1,2,30,12,434,7.87,2.22,917,other,True,5.94,Card Game,Cooperative Game,40.0,0.47,True,2018,True,6,152.83,True
Game of Thrones: The Iron Throne,3,5,60,18,863,6.85,2.62,1778,other,True,5.9,Bluffing,Alliances,35.0,0.49,True,2016,True,8,222.25,True
Cupcake Empire,2,4,60,10,580,7.18,2.84,988,Strategy Games,True,5.95,Dice,Dice Rolling,44.9,0.59,True,2018,True,6,164.67,True
The Game: Face to Face,2,2,20,8,609,7.1,1.33,1347,other,True,6.08,Card Game,Hand Management,29.0,0.45,True,2017,True,7,192.43,True
Spooky Stairs,2,4,15,4,1566,6.45,1.1,2683,Children's Games,True,5.91,Children's Game,Memory,36.0,0.58,True,2003,True,21,127.76,True
Dark Tales,2,4,30,14,1195,6.6,1.54,2207,other,True,5.91,Card Game,Hand Management,18.5,0.54,True,2014,True,10,220.7,True
Timeline: Americana,2,8,15,8,952,6.7,1.13,2588,Family Games,True,5.89,Card Game,Not available,8.0,0.37,True,2014,True,10,258.8,True
Khronos,2,5,90,10,1769,6.36,3.56,2521,Strategy Games,False,5.86,City Building,Area Majority / Influence,45.0,0.7,True,2006,True,18,140.06,True
1911 Amundsen vs Scott,2,2,20,12,961,6.73,1.74,1571,Family Games,True,5.88,Card Game,Hand Management,16.99,0.61,True,2011,True,13,120.85,True
Go Cuckoo!,2,5,15,4,905,6.74,1.0,1568,Family Games,True,5.92,Action / Dexterity,Stacking and Balancing,11.0,0.58,True,2016,True,8,196.0,True
Rival Restaurants,2,6,60,10,627,8.02,2.32,1853,Family Games,True,6.18,Not available,Auction/Bidding,90.0,0.34,True,2019,True,5,370.6,True
Sunrise City,2,4,60,10,1027,6.63,2.34,1563,Family Games,True,5.87,City Building,Auction/Bidding,45.0,0.66,True,2012,True,12,130.25,True
El Caballero,2,4,90,13,1379,6.46,3.18,2570,Strategy Games,True,5.88,Exploration,Area Majority / Influence,30.0,0.54,True,1998,True,26,98.85,True
Gaslands: Refuelled,2,8,90,11,305,8.51,2.83,972,other,True,6.17,Book,Dice Rolling,19.95,0.31,True,2019,True,5,194.4,True
Axis & Allies: War at Sea,2,2,60,12,735,7.06,2.08,1238,Wargames,True,5.86,Collectible Components,Dice Rolling,19.99,0.59,True,2007,True,17,72.82,True
Asgard,2,4,120,12,832,6.82,3.79,1844,Strategy Games,True,5.86,Ancient,Simultaneous Action Selection,35.0,0.45,True,2012,True,12,153.67,True
Magic: The Gathering - Arena of the Planeswalkers,2,5,60,10,2898,6.27,2.34,9974,Thematic Games,False,5.84,Fantasy,Dice Rolling,36.95,0.29,True,2015,True,9,1108.22,True
Narcos: The Board Game,2,5,100,18,557,7.32,3.0,1302,Thematic Games,True,5.95,Deduction,Hidden Movement,30.0,0.43,True,2018,True,6,217.0,True
Hold the Line,2,2,60,0,527,7.29,1.83,913,Wargames,True,5.86,Age of Reason,Action Points,54.99,0.58,True,2008,True,16,57.06,True
Whoowasit?,2,4,45,6,824,6.83,1.45,1664,Children's Games,True,5.93,Animals,Cooperative Game,20.0,0.5,True,2007,True,17,97.88,True
Wing Leader: Victories 1940-1942,2,2,180,0,380,7.93,3.13,1300,Wargames,True,5.89,Aviation / Flight,Dice Rolling,42.95,0.29,True,2015,True,9,144.44,True
Subdivision,1,4,45,13,1285,6.49,2.37,2643,Family Games,True,5.87,City Building,Closed Drafting,32.95,0.49,True,2014,True,10,264.3,True
Cthulhu Gloom,2,5,60,13,1762,6.4,1.77,4972,Thematic Games,False,5.88,Card Game,Hand Management,15.49,0.35,True,2011,True,13,382.46,True
Hnefatafl,2,2,20,7,1203,6.57,2.55,2448,Abstract Games,True,5.98,Abstract Strategy,Grid Movement,20.0,0.49,True,400,True,1624,1.51,False
Rolling America,1,99,15,8,1523,6.4,1.54,3042,Family Games,False,5.89,Dice,Dice Rolling,7.99,0.5,True,2015,True,9,338.0,True
Cheeky Monkey,2,6,15,7,1029,6.61,1.15,1216,Family Games,True,5.91,Animals,Push Your Luck,18.49,0.85,True,2007,True,17,71.53,True
The Witcher Adventure Game,2,4,120,16,2286,6.39,2.46,3546,Thematic Games,False,5.88,Adventure,Action Points,38.95,0.64,True,2014,True,10,354.6,True
Spirits of the Rice Paddy,2,4,90,13,889,6.72,3.09,1850,Strategy Games,True,5.87,Farming,Enclosure,36.0,0.48,True,2015,True,9,205.56,True
Arimaa,2,2,60,10,639,7.24,3.52,969,Abstract Games,True,5.88,Abstract Strategy,Action Points,24.99,0.66,True,2002,True,22,44.05,True
Pixel Tactics 3,2,2,30,12,592,7.14,2.44,2257,other,True,5.87,Card Game,Hand Management,9.49,0.26,True,2014,True,10,225.7,True
Railways of the World: The Card Game,2,4,60,8,897,6.71,2.2,1421,Family Games,True,5.85,Card Game,Open Drafting,26.99,0.63,True,2010,True,14,101.5,True
Hoplomachus: Rise of Rome,1,2,30,12,324,8.19,2.94,1012,other,True,5.88,Dice,Cooperative Game,70.0,0.32,True,2013,True,11,92.0,True
Trekking the National Parks: Second Edition,2,5,60,10,608,7.21,1.73,1638,other,True,6.02,Educational,Hand Management,39.95,0.37,True,2018,True,6,273.0,True
War and Peace,2,6,180,12,1096,6.69,3.32,2639,Wargames,True,5.89,Napoleonic,Dice Rolling,12.0,0.42,True,1980,True,44,59.98,True
Haru Ichiban,2,2,20,8,986,6.67,1.75,1878,Abstract Games,True,5.89,Abstract Strategy,Grid Movement,55.0,0.53,True,2014,True,10,187.8,True
Rapa Nui,2,4,40,10,812,6.77,2.07,818,Family Games,True,5.86,Card Game,Hand Management,12.95,0.99,True,2011,True,13,62.92,True
Unstable Unicorns,2,8,45,14,4149,6.31,1.56,11087,Party Games,False,5.95,Card Game,Hand Management,45.0,0.37,True,2017,True,7,1583.86,True
Dragoon,2,4,60,13,833,7.08,1.95,1824,Family Games,True,5.89,Dice,Action Points,75.0,0.46,True,2016,True,8,228.0,True
Othello,2,2,30,8,7040,6.1,2.1,10960,Abstract Games,False,5.95,Abstract Strategy,Enclosure,3.0,0.64,True,1883,True,141,77.73,True
Wicked Witches Way,2,6,30,8,1473,6.43,1.46,2035,Family Games,False,5.86,Dice,Dice Rolling,19.95,0.72,True,2006,True,18,113.06,True
Marvel: Crisis Protocol,2,2,45,14,370,8.41,2.86,1141,other,True,6.25,Comic Book / Strip,Dice Rolling,104.89,0.32,True,2019,True,5,228.2,True
Pixel Tactics Deluxe,2,4,45,12,498,7.39,2.58,1988,other,True,5.87,Card Game,Hand Management,60.0,0.25,True,2015,True,9,220.89,True
Ticket to Ride: The Card Game,2,4,30,8,3901,6.14,1.87,6146,Family Games,False,5.89,Card Game,Hand Management,12.95,0.63,True,2008,True,16,384.12,True
Darklight: Memento Mori,1,4,120,14,487,8.45,3.57,865,Thematic Games,True,5.87,Exploration,Action Points,129.0,0.56,True,2018,True,6,144.17,True
2nd Fleet: Modern Naval Combat in the North Atlantic,1,2,240,12,560,7.29,3.42,1431,Wargames,True,5.88,Modern Warfare,Dice Rolling,12.0,0.39,True,1986,True,38,37.66,True
Fields of Despair: France 1914-1918,2,2,180,13,369,7.95,3.2,1068,Wargames,True,5.87,Wargame,Dice Rolling,69.95,0.35,True,2017,True,7,152.57,True
Dead Last,6,12,90,14,1765,6.35,1.05,2955,Party Games,False,5.86,Bluffing,Player Elimination,24.95,0.6,True,2016,True,8,369.38,True
Council of Verona,2,5,20,13,1828,6.33,1.4,3079,Family Games,False,5.86,Bluffing,Auction/Bidding,25.0,0.59,True,2013,True,11,279.91,True
Tanto Cuore: Expanding the House,2,4,45,12,482,7.53,2.13,1467,Customizable Games,True,5.88,Card Game,"Deck, Bag, and Pool Building",33.49,0.33,True,2010,True,14,104.79,True
Power Rangers: Heroes of the Grid,2,5,60,14,529,8.1,2.71,1176,other,True,6.05,Fighting,Action Points,200.0,0.45,True,2019,True,5,235.2,True
Firefly Fluxx,2,6,30,8,1065,6.68,1.31,3720,Family Games,True,5.9,Card Game,Hand Management,12.0,0.29,True,2016,True,8,465.0,True
Entdecker,2,4,60,10,1411,6.44,2.24,2325,Family Games,True,5.87,Exploration,Area Majority / Influence,20.0,0.61,True,1996,True,28,83.04,True
Polarity,2,4,20,8,1719,6.37,1.68,2368,Abstract Games,False,5.87,Abstract Strategy,Stacking and Balancing,60.0,0.73,True,1986,True,38,62.32,True
Polarity,2,4,20,8,1719,6.37,1.68,2368,Abstract Games,False,5.87,Abstract Strategy,Stacking and Balancing,60.0,0.73,True,2006,True,18,131.56,True
Polarity,2,4,20,8,1719,6.37,1.68,2368,Abstract Games,False,5.87,Abstract Strategy,Stacking and Balancing,60.0,0.73,True,2002,True,22,107.64,True
Homeland: The Game,3,6,90,14,1020,6.6,2.65,2532,Strategy Games,True,5.85,Deduction,Memory,37.5,0.4,True,2015,True,9,281.33,True
Northern Pacific,3,6,60,7,598,7.05,1.55,730,Strategy Games,True,6.03,Trains,Commodity Speculation,54.0,0.82,True,2013,True,11,66.36,True
Simurgh,2,5,90,14,876,6.75,2.97,1870,Strategy Games,True,5.85,Fantasy,Modular Board,45.0,0.47,True,2015,True,9,207.78,True
Richelieu,2,2,45,12,1041,6.59,1.92,1230,Strategy Games,True,5.86,Card Game,Open Drafting,10.0,0.85,True,2003,True,21,58.57,True
Richelieu,2,2,45,12,1041,6.59,1.92,1230,Strategy Games,True,5.86,Card Game,Open Drafting,10.0,0.85,True,2012,True,12,102.5,True
Munchkin Cthulhu,3,6,90,10,4969,6.2,1.71,10984,Thematic Games,False,5.89,Card Game,Dice Rolling,16.99,0.45,True,2007,True,17,646.12,True
Solarius Mission,2,4,150,12,512,7.24,3.95,647,Strategy Games,True,5.87,Civilization,Action Queue,60.0,0.79,True,2016,True,8,80.88,True
Phantom Leader,1,1,30,12,471,7.49,2.6,927,Wargames,True,5.86,Aviation / Flight,Campaign / Battle Card Driven,37.5,0.51,True,2010,True,14,66.21,True
The Caucasus Campaign,2,2,360,0,414,7.64,3.0,1033,Wargames,True,5.86,Wargame,Dice Rolling,27.5,0.4,True,2009,True,15,68.87,True
Eggs and Empires,2,6,25,8,862,6.71,1.26,1429,Family Games,True,5.87,Bluffing,Auction/Bidding,11.49,0.6,True,2014,True,10,142.9,True
PAX,1,4,45,10,795,6.78,2.13,1050,Strategy Games,True,5.86,Ancient,Area Majority / Influence,13.5,0.76,True,2011,True,13,80.77,True
Apotheca,1,4,30,13,1025,6.71,1.96,2049,Abstract Games,True,5.86,Abstract Strategy,Action Points,46.0,0.5,True,2016,True,8,256.12,True
Flash Duel: Second Edition,1,5,15,0,775,6.86,1.62,1110,Family Games,True,5.84,Card Game,Hand Management,19.0,0.7,True,2011,True,13,85.38,True
Loopin' Chewie,2,3,15,4,1687,6.33,1.0,3137,Children's Games,False,5.9,Action / Dexterity,Player Elimination,5.0,0.54,True,2014,True,10,313.7,True
Castle Dice,1,4,45,10,964,6.67,2.27,1590,Family Games,True,5.86,Dice,Dice Rolling,41.95,0.61,True,2013,True,11,144.55,True
Potato Man,2,5,40,10,849,6.72,1.44,1108,Family Games,True,6.05,Card Game,Trick-taking,6.95,0.77,True,2013,True,11,100.73,True
Don't Get Got!,2,10,1440,14,568,7.18,1.08,1755,Party Games,True,6.14,Bluffing,Acting,9.99,0.32,True,2018,True,6,292.5,True
Hordes,2,8,60,12,465,7.56,3.32,714,Thematic Games,True,5.83,Fantasy,Variable Player Powers,25.0,0.65,True,2006,True,18,39.67,True
Bargain Hunter,3,4,45,10,822,6.74,1.87,1536,Family Games,True,5.89,Card Game,Set Collection,12.0,0.54,True,1998,True,26,59.08,True
Bargain Hunter,3,4,45,10,822,6.74,1.87,1536,Family Games,True,5.89,Card Game,Set Collection,12.0,0.54,True,1981,True,43,35.72,True
Rockwell,2,4,90,14,575,7.13,3.2,1088,Strategy Games,True,5.85,Economic,Area Majority / Influence,32.5,0.53,True,2013,True,11,98.91,True
Sherlock: The Tomb of the Archaeologist,1,8,60,10,804,6.78,1.53,1534,other,True,5.89,Card Game,Communication Limits,5.0,0.52,True,2018,True,6,255.67,True
Dragon's Breath,2,4,20,5,936,6.66,1.08,1873,Children's Games,True,5.98,Action / Dexterity,Physical Removal,7.0,0.5,True,2017,True,7,267.57,True
Papà Paolo,2,4,75,10,660,6.98,2.76,1278,other,True,5.87,City Building,Auction/Bidding,41.0,0.52,True,2016,True,8,159.75,True
War of 1812,2,2,90,12,637,7.03,2.11,1135,Wargames,True,5.87,American Indian Wars,Dice Rolling,20.0,0.56,True,1973,True,51,22.25,False
War of 1812,2,2,90,12,637,7.03,2.11,1135,Wargames,True,5.87,American Indian Wars,Dice Rolling,20.0,0.56,True,2001,True,23,49.35,True
Game of Trains,2,4,20,8,1661,6.36,1.21,2803,Family Games,False,5.9,Card Game,Open Drafting,16.0,0.59,True,2015,True,9,311.44,True
Lost Legends,3,5,70,10,1307,6.45,2.45,2825,Strategy Games,True,5.85,Fantasy,Open Drafting,32.99,0.46,True,2013,True,11,256.82,True
Divvy Dice,1,4,30,8,625,7.0,2.1,1475,other,True,5.98,Dice,Dice Rolling,12.0,0.42,True,2020,True,4,368.75,True
Word Domination,2,4,45,13,599,7.1,1.88,1587,other,True,5.88,Territory Building,Area Majority / Influence,25.0,0.38,True,2017,True,7,226.71,True
Dust,2,6,180,12,1430,6.45,2.62,2688,Thematic Games,True,5.85,Miniatures,Area Majority / Influence,40.49,0.53,True,2007,True,17,158.12,True
Toledo,2,4,60,10,1988,6.27,2.18,2850,Family Games,False,5.88,Fighting,Hand Management,29.9,0.7,True,2008,True,16,178.12,True
The Island of El Dorado,2,4,80,10,1374,6.81,1.83,3446,Strategy Games,True,5.8,Adventure,Action Queue,69.99,0.4,True,2018,True,6,574.33,True
Trick of the Rails,3,5,20,10,869,6.68,2.3,1441,Strategy Games,True,5.9,Card Game,Multi-Use Cards,30.0,0.6,True,2011,True,13,110.85,True
Dungeon Universalis,1,6,180,12,454,8.99,4.1,697,Thematic Games,True,6.15,Adventure,Action Points,120.0,0.65,True,2019,True,5,139.4,True
The Binding of Isaac: Four Souls,2,4,60,13,1241,6.94,2.21,3076,Strategy Games,True,0.0,Parsing Error,Parsing Error,15.5,0.4,False,2018,True,6,512.67,True
Monikers: The Shut Up & Sit Down Nonsense Box,4,20,60,18,303,8.1,1.0,1333,other,True,5.95,Party Game,Acting,5.0,0.23,True,2017,True,7,190.43,True
Ugg-Tect,2,8,45,8,1820,6.3,1.19,2717,Party Games,False,5.87,Humor,Acting,24.9,0.67,True,2009,True,15,181.13,True
Courtier,2,4,45,10,905,6.66,2.34,1420,Strategy Games,True,5.86,Card Game,Area Majority / Influence,24.5,0.64,True,2012,True,12,118.33,True
Spinderella,2,4,20,6,1321,6.48,1.16,2430,Children's Games,True,5.9,Action / Dexterity,Race,29.9,0.54,True,2015,True,9,270.0,True
Tantrix,1,4,30,8,1874,6.33,2.22,3393,Abstract Games,False,5.9,Abstract Strategy,Pattern Building,50.0,0.55,True,1991,True,33,102.82,True
Bad Bones,1,6,45,8,679,7.02,2.14,1024,other,True,5.89,Fantasy,Cooperative Game,60.0,0.66,True,2019,True,5,204.8,True
Herbaceous Sprouts,1,4,30,8,590,7.08,1.78,1407,other,True,5.94,Dice,Closed Drafting,38.99,0.42,True,2019,True,5,281.4,True
Tiefe Taschen,4,8,50,12,511,7.23,1.5,653,Party Games,True,5.87,Bluffing,Bribery,19.99,0.78,True,2016,True,8,81.62,True
Uchronia,2,5,60,14,1173,6.5,2.74,1916,Strategy Games,True,5.87,Ancient,Follow,21.95,0.61,True,2012,True,12,159.67,True
Heartland,2,5,60,8,714,6.84,2.1,843,Family Games,True,5.85,Animals,Enclosure,27.96,0.85,True,2009,True,15,56.2,True
Fische Fluppen Frikadellen,2,5,90,10,986,6.59,2.51,1304,Strategy Games,True,5.86,Economic,Multiple Maps,30.0,0.76,True,2002,True,22,59.27,True
Catan Histories: Struggle for Rome,3,4,120,10,1360,6.43,2.55,2535,Strategy Games,False,5.87,Ancient,Area Movement,28.5,0.54,True,2006,True,18,140.83,True
Excape,3,6,30,8,1575,6.34,1.14,1463,Family Games,False,5.98,Dice,Dice Rolling,25.0,1.08,True,1998,True,26,56.27,True
Caesar: Epic Battle of Alesia,2,4,360,12,612,7.1,2.99,1413,Wargames,True,5.86,Ancient,Area Movement,40.0,0.43,True,1976,True,48,29.44,True
Renature,2,4,60,8,399,7.71,2.09,1015,other,True,6.38,Environmental,Area Majority / Influence,42.0,0.39,True,2020,True,4,253.75,True
Curious Cargo,2,2,60,12,421,7.53,3.07,1436,other,True,6.32,Industry / Manufacturing,Action Points,25.0,0.29,True,2020,True,4,359.0,True
Midgard,3,5,60,12,1004,6.58,2.37,1227,Strategy Games,True,5.85,Medieval,Area Majority / Influence,23.0,0.82,True,2007,True,17,72.18,True
Welcome to Centerville,2,4,80,12,626,6.98,2.45,1077,Strategy Games,True,5.87,City Building,Area Majority / Influence,59.49,0.58,True,2017,True,7,153.86,True
Was sticht?,3,4,60,12,619,6.96,2.4,885,Family Games,True,5.86,Card Game,Open Drafting,18.0,0.7,True,1993,True,31,28.55,True
Fossilis,2,5,60,8,452,7.55,2.2,1599,other,True,6.07,Animals,Action Points,43.0,0.28,True,2020,True,4,399.75,True
SPQR,2,2,240,13,472,7.38,3.72,1202,Wargames,True,5.85,Ancient,Dice Rolling,17.5,0.39,True,1992,True,32,37.56,True
Terrors of London,2,2,40,14,562,7.29,2.38,1677,other,True,5.97,Card Game,"Deck, Bag, and Pool Building",20.0,0.34,True,2019,True,5,335.4,True
Deckscape: Behind the Curtain,1,6,90,12,597,7.02,2.14,1386,other,True,5.98,Card Game,Cooperative Game,14.0,0.43,True,2019,True,5,277.2,True
Taco Cat Goat Cheese Pizza,2,8,30,8,751,6.96,1.04,2211,Party Games,True,6.19,Action / Dexterity,Pattern Recognition,5.0,0.34,True,2018,True,6,368.5,True
Grimoire,2,5,30,12,1342,6.42,1.86,2218,Family Games,False,5.86,Card Game,Open Drafting,40.0,0.61,True,2010,True,14,158.43,True
Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,2,4,300,0,407,7.78,3.73,1420,Wargames,True,5.92,Wargame,Hexagon Grid,42.95,0.29,True,2012,True,12,118.33,True
London Dread,2,4,90,14,901,6.72,2.93,1948,Thematic Games,True,5.83,Horror,Cooperative Game,49.95,0.46,True,2016,True,8,243.5,True
The Dark Valley,1,2,500,0,389,7.94,3.38,1587,Wargames,True,5.91,Wargame,Chit-Pull System,37.95,0.25,True,2013,True,11,144.27,True
Star Fleet Battles: Captain's Edition Basic Set,1,6,180,12,483,7.48,4.25,1180,Wargames,True,5.87,Movies / TV / Radio theme,Dice Rolling,29.99,0.41,True,1990,True,34,34.71,True
Guildhall Fantasy: Fellowship,2,4,45,10,565,7.13,2.0,1409,other,True,5.87,Card Game,Hand Management,60.0,0.4,True,2016,True,8,176.12,True
Rolling Freight,2,5,180,13,727,6.8,3.0,1118,Strategy Games,True,5.84,Dice,Action Points,60.0,0.65,True,2012,True,12,93.17,True
Rat-a-Tat Cat,2,6,10,6,2865,6.22,1.12,5778,Children's Games,False,5.93,Animals,Memory,5.0,0.5,True,1995,True,29,199.24,True
The Mines of Zavandor,2,4,90,10,969,6.59,2.6,1836,Strategy Games,True,5.84,Fantasy,Auction/Bidding,29.95,0.53,True,2010,True,14,131.14,True
Trogdor!! The Board Game,1,6,60,14,658,7.03,1.76,2269,Family Games,True,5.96,Adventure,Action Retrieval,100.0,0.29,True,2019,True,5,453.8,True
Scarabya,1,4,20,8,928,6.64,1.23,1604,other,True,5.89,Puzzle,Enclosure,28.0,0.58,True,2018,True,6,267.33,True
Perdition's Mouth: Abyssal Rift,1,6,180,10,537,7.56,3.85,1199,Strategy Games,True,5.87,Fantasy,Action Points,109.95,0.45,True,2016,True,8,149.88,True
Travel Carcassonne,2,5,45,8,500,7.24,1.89,1243,Family Games,True,5.87,City Building,Area Majority / Influence,10.0,0.4,True,2007,True,17,73.12,True
Deadwood 1876,2,9,40,13,1029,6.65,1.84,3846,Party Games,True,5.94,American West,Dice Rolling,23.9,0.27,True,2018,True,6,641.0,True
Space Gate Odyssey,2,4,90,12,566,7.14,2.85,1392,Strategy Games,True,5.96,Science Fiction,Follow,42.5,0.41,True,2019,True,5,278.4,True
The Korean War June 1950-May 1951,1,2,960,15,412,7.64,3.66,1197,Wargames,True,5.88,Korean War,Dice Rolling,39.99,0.34,True,1986,True,38,31.5,True
Unpublished Prototype,0,0,0,0,804,6.9,2.47,1194,Strategy Games,True,5.89,Not available,Not available,24.99,0.67,True,0,True,2024,0.59,False
Unmatched Game System,2,4,40,9,266,8.61,2.0,256,other,True,6.77,Card Game,Action Points,10.0,1.04,True,2019,False,5,51.2,True
Smart10,2,8,120,10,446,7.46,1.31,919,other,True,6.65,Party Game,Push Your Luck,15.0,0.49,True,2017,True,7,131.29,True
Ice Flow,2,4,75,11,1378,6.41,2.15,1658,Family Games,False,5.85,Animals,Bias,29.9,0.83,True,2008,True,16,103.62,True
Godzilla: Tokyo Clash,2,4,45,10,468,7.59,2.07,1879,other,True,6.12,Card Game,Advantage Token,25.0,0.25,True,2020,True,4,469.75,True
Opera,2,4,90,12,1001,6.62,3.23,1215,Strategy Games,True,5.84,Age of Reason,Auction/Bidding,34.9,0.82,True,2009,True,15,81.0,True
Ligretto,2,4,10,8,3502,6.18,1.19,6549,Family Games,False,5.93,Card Game,Ordering,13.99,0.53,True,1988,True,36,181.92,True
Augsburg 1520,2,5,75,12,1229,6.44,2.67,1993,Strategy Games,True,5.85,Economic,Auction/Bidding,17.99,0.62,True,2006,True,18,110.72,True
Mystery Rummy: Murders in the Rue Morgue,2,4,40,8,805,6.73,1.71,1677,Family Games,True,5.85,Card Game,Hand Management,6.0,0.48,True,1999,True,25,67.08,True
Rent a Hero,3,5,30,8,1581,6.35,1.48,3536,Family Games,False,5.86,Bluffing,Deduction,15.5,0.45,True,2012,True,12,294.67,True
Confucius,3,5,100,12,698,6.83,3.71,823,Strategy Games,True,5.83,Political,Action Points,49.0,0.85,True,2008,True,16,51.44,True
Shipwrights of the North Sea,2,5,60,10,1402,6.42,2.29,3326,Strategy Games,False,5.87,Medieval,Commodity Speculation,35.0,0.42,True,2014,True,10,332.6,True
Asia Engulfed,2,2,480,12,418,7.56,3.79,1548,Wargames,True,5.82,Nautical,Area Majority / Influence,40.95,0.27,True,2007,True,17,91.06,True
Overseers,3,6,45,12,943,6.69,2.04,2089,other,True,5.87,Bluffing,Open Drafting,29.9,0.45,True,2015,True,9,232.11,True
Navia Dratp,2,2,30,8,571,7.17,2.89,1000,Abstract Games,True,5.83,Abstract Strategy,Grid Movement,15.0,0.57,True,2004,True,20,50.0,True
Jenseits von Theben,2,4,75,10,544,7.13,2.43,520,Strategy Games,True,5.83,Exploration,Turn Order: Time Track,80.0,1.05,True,2004,True,20,26.0,True
Battleball,2,2,45,8,2068,6.27,1.51,3806,Family Games,False,5.87,Miniatures,Dice Rolling,15.0,0.54,True,2003,True,21,181.24,True
Slide 5,2,10,30,8,1046,6.53,1.29,1320,Family Games,True,5.85,Card Game,Hand Management,5.0,0.79,True,2007,True,17,77.65,True
Slide 5,2,10,30,8,1046,6.53,1.29,1320,Family Games,True,5.85,Card Game,Hand Management,5.0,0.79,True,1980,True,44,30.0,True
Cheaty Mages!,3,6,30,12,1911,6.26,1.58,3420,Family Games,False,5.86,Card Game,Betting and Bluffing,15.0,0.56,True,2008,True,16,213.75,True
New Dawn,2,4,120,12,687,6.89,3.03,2076,Strategy Games,True,5.84,Economic,Area Majority / Influence,62.0,0.33,True,2014,True,10,207.6,True
